word,occurences
casey at the bat,24
tulsa,27
a hundred,4
granny smith apples,1
a window dressing,1
the muses,29
the university of pittsburgh,2
moveable type or the gutenberg printing press,1
rivers,12
dressage,12
kowloon peninsula,1
the patriots,7
fe fi fo fum,1
buffalo bill cody,32
earl warren,52
joe louis,48
a ramrod,2
the pro bowl,3
green giant,10
bill bradley,32
john marshall,65
diplomatic immunity,5
a rampart,4
barry sanders,4
the beast,3
billy budd,41
john jay,60
jerry brown,22
ramifications,1
al davis,2
james and the giant peach,14
billy graham,44
salmon p chase,20
the brown recluse,4
rama,7
the chicago bears,28
rabelais,7
bill mauldin,7
roger b taney,2
coal,108
ramjet,1
july 4 1777,1
singin in the rain,29
jello,25
negligence,2
louisa may alcott,79
wild,15
erik the red,21
stardust,7
espresso,24
detention,3
jackie collins,22
yawn,2
mikhail gorbachev,35
god bless america,12
bosco,3
legal seal,1
julia ward howe,25
pulp,13
indonesia,190
its been a long long time,2
mango,15
bailiwick,2
willa cather,70
loft,3
catherine howard,17
all the way,3
potato,27
chattel,6
edna st vincent millay,31
hind,4
the persians,10
alfred nobel,28
an ambassador,2
spines,1
bud abbott,7
a rocket,8
the agora,3
engels,12
depression,17
dolphins,25
norman lear,10
the bonneville salt flats,5
italy,354
joseph smith,41
messenger rna,2
a shark,33
bud selig,5
a hummingbird,40
pistachio,11
war,54
finesse,3
sea anemone,2
buddy,9
island of naxos,1
franz liszt,38
cassava,6
a rookery,4
bud greenspan,1
george tenet former head of the cia,1
south africa,311
batman,51
tom sawyer,39
c2 coke 2 accepted,1
a speakeasy,6
the sea,6
taiwan,72
mr mike brady,1
moby dick,36
pepsi edge,1
an easy mark,1
a hole in one,5
unicef,25
dr richard kimble,1
david copperfield,101
fanta,6
the big easy,11
help themselves,2
u thant,25
gomez addams,1
the three musketeers,65
squirt,4
easy rider,19
the maine,42
adlai stevenson,51
huggy bear,2
dracula,93
easy street,5
wales,129
neil armstrong,51
15,63
i want to hold your hand,14
a brotherhood,2
the caribbean,57
utah,172
colin powell,52
reflect,2
she loves you,18
the league of nations,56
the black sea,77
urals,5
bobby riggs billie jean king,1
cultured,1
cant buy me love,6
chile argentina,8
the baltic,27
peter ueberroth,8
tennessee williams,98
hubble,15
a hard days night,27
care,10
undercut,1
horace greeley,37
halogens,5
love me do,3
village,3
the red sea,81
ungulates,8
abraham lincoln andrew johnson,3
physician or doctor,1
the alamo,72
a tenth,3
waffles,7
flamingos,14
poison,32
1939,8
two thirds,1
elvis presleys funeral service,1
songs calls accepted,1
ulna,2
martin luther,105
grease,70
one eighth,1
john paul i,20
dinosaurs,19
amazon,46
chester arthur,21
venus,218
one sixth,1
a happy meal,3
seagulls,9
american samoa,41
eleanor of aquitaine,32
voyage to the bottom of the sea,2
roots,50
a great auk,2
amos,10
wheat,58
sam spade,17
wee willie winkie,9
here there,1
westminster abbey,79
sofia,29
peter weir,5
obey,8
l frank baum,35
communism,25
the royal canadian mounted police,12
kurt weill,14
permanent,4
sholom aleichem,5
grand central station,23
parson weems,7
hale,9
ray bradbury,32
sarcophagus,7
the ottoman empire,79
the weird sisters,5
pernicious,2
antoine de saintexupéry,7
lyceum,3
thailand rama ix or king bhumbibol adulyadej,1
abdominal,2
temptation island,1
poi,15
the soviet union,98
heartbreak hotel,25
vet,4
the trachea,19
empty nest,5
onions,35
harry houdini,41
nor,6
infantile paralysis,2
simon templar,4
macadamia nuts,14
portugal,244
henry hudson,45
bay,21
the tarsals and the metatarsals,1
jack dempsey,29
ahi,7
france,460
holly hunter,20
gnu,6
the occipital,2
memphis,100
guava,4
spain,430
horatio hornblower,9
gun,8
the pied piper,13
iowa,106
violin,21
tractor,3
tiffany,30
road trip,2
patent medicine,1
indiana,149
luciano pavarotti,10
surrogate,3
a quilt,11
roadie,3
lady chatterleys lover,46
pennsylvania,223
pablo casals,20
repatriating,1
the shakers,16
road house,4
thackeray,12
georgia,266
sergei vassilievich rachmaninoff,1
ambience,4
persian rugs,2
road to singapore,1
graham greene,27
virginia,266
renée fleming,2
foundry,1
road to perdition,5
tupperware,15
atlantic city,64
quentin tarantino,13
a veranda,2
gene tierney,4
ahab,24
augusta,44
martin scorsese,19
a gargoyle,1
ashleigh banfield,2
king arthur,45
winter,54
kalamazoo,9
clint eastwood,78
a spire,2
kim stanley,1
hal,14
ice,49
mobile,37
tim burton,13
a cupola,1
barrie chase,1
sydney carton,4
masticate,4
zanesville,4
ron howard,32
the bedroom,5
pd james,18
gollum,6
milk,107
jefferson,99
c,58
a weeping willow,9
foreclosure,6
the sinai,9
envy,6
car of the year,1
methadone,3
the giving tree,10
forest whitaker,7
nigeria,82
pride,24
slobodan milosevic,7
dopamine,7
the larch,2
foreign correspondent,1
the andrea doria,15
gluttony,11
trafalgar,27
cyanide,14
the mulberry,3
foreboding,1
lust,10
torvill dean,4
radiation,22
lodgepole,1
forensic,8
rutgers,29
sloth,16
take me out to the ball game,10
korea,60
potatoes,80
abraham lincoln,226
hollywood,34
a newt,9
the united states,111
tofu,29
thomas jefferson,231
indianapolis,52
an old wives tale,2
the black hole of calcutta,16
a fetus,5
john adams,151
sidewalks of new york,1
old time rock and roll,3
the ming dynasty,19
boil,6
harry truman,104
paris,324
new zealand,239
the transsiberian railway,5
the inert gases,1
herbert hoover,98
arizona,172
the newbery awardmedal,1
orient,5
sacajawea bird woman,1
grant lee,2
catherine the great or catherine ii or great catherine,1
the foxtrot,9
gold coin,1
747,8
us senator,4
sam houston,49
prostitution,3
alphabits,7
tokyo rose,17
pratt and whitney ge,1
mount rushmore south dakota,1
the monitor,27
st joan,3
binary code,3
raoul wallenberg,11
texas air,2
ezra pound,21
john browns body,10
major barbara,13
alan shepard,47
alberto santosdumont,1
william agee,1
thaddeus stevens,1
heartbreak house,2
a schwa,6
gus hall,1
george i iv,1
the missing link,9
pear pair,1
a bullwhip,2
hawaii,361
true grit,23
gregor mendel,35
cains canes,1
buffalo,102
magma,21
true blue,9
robert oppenheimer,8
ate eight,2
kobe,15
iceland,198
true lies,6
leprosy,17
seize seas,2
parcel,4
lima,56
true hollywood story,1
the binary system,2
heir air,1
the virginian,13
giza,22
pumice,21
girl you know its true,1
ariel,16
marlon brando,44
the smothers brothers,8
1984,95
mothers against drunk driving,5
alls well that ends well,17
isabel sanford,3
rosa parks,57
1989,10
north atlantic treaty organization,3
athens,181
bob keeshan,6
canada,376
francisco goya,20
1988,8
federal housing administration,1
apothecary,9
peter ustinov,11
the macarthur fellowship award,1
charles de gaulle,68
1982,2
radial keratotomy,3
antonio,4
mercedes mccambridge,1
the sigma delta chi awards,1
1981,8
human growth hormone,5
the da vinci code,28
billy the kid,74
i love lucy,34
ernie,6
teachers,14
grapes,61
will rogers,69
all my children,22
charles goodyear,24
fiddlers,2
damascus,54
look homeward angel,18
william mckinley,53
family affair,10
charles macintosh,6
clowns,23
the golan heights,8
a bazooka,7
bill sikes,9
threes company,31
akron,20
football,97
bashar assad,3
snooker,16
william jennings bryan,71
cagney lacey,13
wellingtons,5
nursing,7
egypt,319
hoboken,10
the wwi vets,1
two,33
61,5
halleys comet,64
the woodwork,1
china,487
satisfaction,14
poland,229
2003,3
jupiter,169
the overflow,1
farmers,8
married dear old dad,1
sorrows,1
the 80s,8
the perseids,5
a panhandler,1
grover cleveland,101
the fool on the hill,6
the flowers,2
50caliber,1
tycho brahe,36
a crossfire,1
the federal minimum wage,1
honey bun,3
trappists,2
four alabama alaska arizona ohio,1
andre kuiper,1
shopworn,2
peter pan,103
the army,21
apartheid,21
water,161
february 29th leap year day accepted,1
chernobyl,36
parties,2
blue,187
lebanon,87
they are bound,1
all of them 435,1
neutrons,8
parquet,8
charter oak,2
el,9
prime meridian greenwich,1
33,7
cadmium,12
dolly parton,64
montana,135
jimmy swaggart,11
scale,14
a solar eclipse,11
the positron,1
parsley,30
a son and a father of a us president,1
feast days,1
contour lines,2
super,4
quarks,31
parsis,1
cecil rhodes,29
elegy written in a country churchyard,1
green bay packers,11
brunhilde,16
cash,10
mounties,3
oliver goldsmith,6
kickers,2
lieutenant,10
wobblies,5
maria,21
singapore,78
painter,3
don shula,13
cellini and godunov,1
international ladies garment workers union,2
booker t washington,54
suriname,51
song of myself,12
chicago bears 1940,1
faust,43
united auto workers,8
john quincy adams,103
talleyrand,6
the passionate shepherd to his love,1
jim thorpe,42
die fledermaus,13
robert wagner,10
comfort,6
james buchanan,57
the equator,43
forest fires,5
rubber,43
nuclear energy,8
a granny knot,4
george burns,33
brazil,333
dr frankenstein,11
books,20
the catcher in the rye,31
hitch,10
a soldiers story,2
100 miles,1
schneider,3
england,169
a square knot,6
woody guthrie,23
chile,164
nitrogen,68
canasta,13
j paul getty,10
slack,1
the man who would be king,13
bolivia,72
the bad seed,8
loball,1
friction,21
george bernard shaw,100
circuses,1
dogsled races,1
wedding pictures,1
1917,14
bookworms,3
ben jonson,26
pinto,9
ice hockey,32
a dress uniform,1
henry viii,181
im in the book,1
fan belt,2
ice sailing or boating,1
the wedding march for titania and oberon,1
by the book,1
a taste of honey,3
st moritz,14
dowry,4
etiquette,15
a bookplate,1
she stoops to conquer,4
4,164
judaism,46
bookbinders,2
germany,307
the missouri,53
a hot air balloon,20
brides father,1
casablanca,113
louis xiv,107
lake tahoe,25
the fly,19
saturn,141
a doorman,1
the chicago cubs,21
stop,12
potomac,14
the invisible man,25
elements,6
a cocktail fork,1
universal,10
cirque du soleil,17
lake michigan,60
backup file,1
esquire,26
omaha,50
le cordon bleu,3
snake river,7
the thing from another world,3
sunshine,8
goodnight ladies,1
mill,4
moonshine,15
dallas,93
the minotaur,29
argentina,190
a morning glory,1
the war of 1812,77
japan,469
dynasty,29
a spider,28
the college of cardinals,8
brave,13
cleopatra,204
lou grant,15
an elephant,77
new york,324
chaucer,48
the smithsonian,39
just shoot me,9
snakes,34
josé carerras,1
monet,51
maryland,152
wkrp,4
a centaur,19
venezuela,126
eohippus,3
fort mchenry,42
june 10 1967,1
patsy cline,27
sugar,68
a sword,36
a poncho,10
lemon,24
aerosmith,30
oak,37
die,20
suspenders,8
lucite,3
heart,65
grafting,13
augustus,42
gloves,31
lute,4
denmark,232
crazy little thing called love,6
a trellis,3
marcus aurelius,16
crepe,10
laws,4
afghanistan,131
seal,19
ph,11
a tiger,33
a girdle,6
lithuania,32
andrew jackson,204
mel gibson,32
tower bridge,9
quaker oats,21
games,4
the full monty,13
knox,6
will smith,36
kilroy,6
auntie mame,15
programming languages,1
fullback,2
chris isaak,5
graffiti,15
auntie em aunt polly,1
museums,3
r buckminster fuller,4
viggo mortensen,4
lennox lewis,7
theodore dreiser,40
secretaries of state,1
a full gainer,1
tariffs,10
david duchovny,16
drafting,7
aunt julia,1
soccer teams,2
fullfledged,2
the rape of the lock,12
boris yeltsin,34
sigourney weaver,26
michael jordan,82
bf goodrich,7
georg handel,1
a sows ear,4
pravda,22
valley of the dolls,8
orson welles,45
ice cream,27
johannes brahms,29
flattery,12
chechnya,20
jason alexander,13
yitzhak rabin,19
esprit,2
beethoven,153
out of school,1
commonwealth of independent states,2
frasier,64
gloria steinem,33
corning,15
red white and blue,4
nancy davis,3
izaak walton,18
certs,3
dmitri shostakovich,4
time and tide,2
fd roosevelt,3
danish,29
sword,23
francis scott key,42
eisenhower,156
latin,77
george washington carver,74
andrew johnson,115
annabel lee,30
lizzie borden,40
shannon faulkner,3
joule,7
nurses,12
gray,37
cranberry juice and vodka,1
magyar,2
luigi galvani,6
cemetery ridge,4
robert browning,46
ramadan,41
robert bork,9
pakistan,130
rene descartes,18
winfield scott,17
the fibula,13
the nile,120
a flash,4
florida,349
diamond,50
the prisoner of azkaban,1
hans christian andersen,90
satin,7
a gallery,2
texas,343
a pearl,31
panama,139
us open,1
saturated,4
antiquities,2
the amethyst,3
nelson mandela,69
benjamin franklin,177
satire,13
the catalog,2
aquamarine,24
jordan,99
john philip sousa,51
a satchel,3
amsterdam,101
arkansas,116
the sapphire,2
jesse ventura,23
manhattan,92
hilary duff,12
a comet,49
campbells,25
pilgrims,7
abacus,9
uncle toms cabin,59
kelly clarkson,24
satellite,9
reeses,8
abbey,5
shakespeare,82
the nautilus,26
drama queen,2
lego,21
the sunrise,4
quake,2
yellowcard,1
aquarius,53
nintendo,15
mecca,77
jargon,6
edmond dantes the count of monte cristo,1
avril lavigne,12
carbon dioxide,97
caterpillar,25
the ganges,68
hammurabi,49
monticello,43
israel,221
george jetson,4
a rocking chair,8
robert burns,61
bulrushes,4
a cat,53
kung fu,19
bears,37
the headboard,1
flowers,36
bread,70
insulin,56
the odd couple,52
bucharest,34
desks,4
sylvia plath,66
baptize,2
valentina tereshkova,28
jack benny,33
the isle of man,21
a counter,2
edgar lee masters,19
balaam,8
the dominican republic,53
taxi,36
albania,65
étagère,2
edwin arlington robinson,3
benjamin,19
kentucky,146
george eastman,38
porgy and bess,32
ambulance,8
index,9
patent,6
johnny appleseed award,1
la bohème,32
chariot,9
bauxite,13
bibliography,7
stephen douglas,43
the netherlands holland,19
richard wagner,61
concorde,7
limestone,32
tables,4
black hawk war,2
revlon,15
holst,2
sledge,1
the earths core,2
glossary,3
our american cousin,19
andrei sakharov,10
salome,37
trolley,3
anthracite,18
addendum,4
edward viiiduke of windsor,2
oahu,58
johnny,16
robinson crusoe,79
the lawnmower,1
queen isabella,25
a smart start,1
mt mckinley,11
scott,9
war and peace,76
aspirin,36
a fatter batter,1
rio grande,12
drew,4
the grapes of wrath,74
autopilot,2
rodin,57
a rich witch,2
alabama and georgia,1
matthew,41
to kill a mockingbird,58
a fan,8
catherine the great,120
a crypt script,1
lake champlain,35
jennifer,4
lcd or liquid crystal display,1
captain cook,57
devour flour,1
arms,21
identical,8
fraction,6
meringue,28
a tonsillectomy,4
life or liberty or property,1
basketball,128
recessive,10
chamber,2
tuna,48
wrinkles,5
1865,12
beach volleyball,9
a hexagram,3
ragout,2
the brain,74
poll,2
gymnastics,40
xx,3
a zebra,37
lobster,35
the cornea,23
the 1990s,14
softball,16
alzheimers disease,9
a jackknife,4
crust,10
a blood clot,3
mount everest,78
the battle of bunker hill or breeds hill,1
wheel of fortune,23
greenpeace,22
louisiana,232
sprite,19
underwear,4
the old north church,28
who wants to be a millionaire,12
the epa,12
underground,6
tea,141
street smarts,3
ozone,25
cnn,20
underbrush,1
john paul jones,89
hollywood squares,10
niche,6
oklahoma,237
ups,19
undertow,5
cornwallis,36
family feud,17
the earth summit,2
can you hear me now,2
undermine,4
an ape,3
courteney cox,16
dr seuss,77
a beauty contest,2
puppets,8
transcontinental,4
charles darwin,52
sofia coppola,16
brigham young,93
hercules,108
hansel gretel,22
alphabetizing,1
pope john paul ii,69
the young the restless,2
ansel adams,43
zeus,67
sheba,16
involuntary,3
mutations,8
the rock,19
a shield,8
effervescent,5
creationism,6
jackie chan,13
admiral peary,3
morpheus,10
william tell,66
an onomatopoeia,2
hong kong,91
chuck,23
fort sumter,49
a white flag,2
the king and i,54
volleyball,43
go,34
barbed wire,22
robert e lee,97
charades,11
cabaret,51
victor,11
inner mongolia,4
cahoots,3
mcclellan,24
cicadas crickets,1
barnum,15
vengeance,7
thailand,121
doc holliday,33
david farragut,19
smoke detectors,5
i do i do,5
ventriloquist,6
sir thomas raffles,2
texas rangers,6
dorothea dix,9
st bartholomews day,1
into the woods,13
vintner,3
mussolini,85
willy loman,17
jack kemp,16
pearls,57
anne boleyn,66
nato,41
one flew over the cuckoos nest,67
lyndon johnson,98
sacco vanzetti,27
garibaldi,34
miss jean brodie,11
bikini,28
albert gore jr,2
an opal,9
glory,21
victor emmanuel,10
miss havisham,11
u235,2
bob la follette,3
a zircon,1
sardinia,33
the jungle,31
the plasma,1
1 of ann richards of texas barbara roberts of oregon or joan finney of kansas,1
citrine,4
apple,99
ringo starr,32
hersheys,15
fan,4
thimble,2
jimmy carter,176
catskills,6
as tears go by,1
state farm,12
great wall of china,7
bugle,5
nolan ryan,35
hudson,23
the last dance for me,1
hyundai,27
pekingbeijing,4
sheik,5
helen hayes,17
nelson rockefeller,47
ricky nelson,13
the shih tzu,2
porcupine,17
andrew carnegie,46
erie and ontario,1
calcutta,42
smithcorona,2
yuan mongol,1
kegler,1
solid liquid and gas,1
lake victoria,57
greece,315
gregorian chant,2
co2,3
ferdinand magellan,22
the brontë sisters emily charlotte brontë accepted,1
sweden,305
the calendar,2
antarctica,214
mt everest,10
zane grey,30
lee strasberg,7
crusade,5
sulfuric acid,13
james cook,15
mont blanc,43
ae housman,4
italian,65
avignon,40
ethyl alcohol,1
coronado,10
henry fielding,34
come back little sheba,5
st ignatius,2
innocence experience,2
salon,4
the little league world series,4
plutonium,34
war and remembrance,6
cambridge,77
mauve,7
mary decker,6
carbon,102
remington steele,4
lloyd bentsen,23
monopoly,77
joan benoit samuelson,2
e mc2,6
cops,7
american indians,3
chicago,476
hurry or quick or fast,1
critical mass,4
dr zachary smith,1
abe fortas,3
croatia,36
dismal,3
figure skating,39
electrons,45
lee horsley,2
fdr,119
corfu,5
the bruce,3
all the livelong day,1
neil simon,85
tahiti,46
samson,91
peter,85
april,64
edward albee,37
samoa,27
a season,2
university of paris,1
joseph bonaparte,4
the pub is about to close,1
john fletcher,2
the cook islands,11
his own soul,2
john wesley,25
manchus,1
paleozoic era,1
lillian hellman,41
molokai,18
thy rod and thy staff,1
sir richard burton,15
sforza,4
hegira muhammads flight,1
richard brinsley sheridan,1
fiji,40
faith,27
thomas wolsey,2
long john silver in treasure island,1
swedish,36
my country tis of thee,5
wars,5
mp3,7
kfc,22
lip,15
i dont speak bislama,1
auld lang syne,20
nokia,10
a rib,4
chinese,48
my bonnie lies over the ocean,4
trench coat,3
playstation,4
burger king,44
hip,14
arabic,104
the battle hymn of the republic,19
dell,15
wendys,37
an eye,23
o sole mio,5
democracy,19
kodak,36
taco bell,43
an ear,6
13,87
babe ruth,96
corsage,6
the elephant,14
south america,110
marie curie,81
16,43
barry bonds,13
a chaperone,3
the owl,29
the euro,16
einstein,82
14,48
carmelo anthony,2
the black eyed peas,22
the irish setter,2
the yen,7
stephen hawking,59
17,33
inuit eskimo,1
the chimpanzee,5
rudolph diesel,1
18,58
running back,4
promenade,6
butterfly,36
the ruble,16
alessandro volta,15
buzz aldrin,26
bogey,5
rosé,4
rose kennedy,14
napoleon i,5
nylon,28
100 meter dash,2
dust,27
the slezak family,1
a parsons table,2
the first thanksgiving,2
greenwich england,1
lash,5
prince rainier,14
a lectern,6
kennedy nixon,2
skin,26
manfred mann,3
an ottoman,10
cities,5
hamburg,41
sash,3
jeans manufacturers,1
the federal style,2
first interstate,1
john sutter,15
a high school,3
john the baptist,88
the heart,90
the drum,5
the declaration of independence,72
richard dana,1
maria montessori,22
st patrick,35
a bicep,2
the synthesizer,1
annette funicello frankie avalon,1
roy bean,8
parochial schools,1
st bernard,17
sgt peppers lonely hearts club band,26
family ties moonlighting,1
separate but equal,9
st elmo,9
rhapsody in blue,15
studebaker,7
the union pacific the central pacific,3
horace mann,18
st vincent de paul,6
martin,16
edward bulwerlytton,4
john adams john quincy adams,9
tarantula,11
spiderman 2,3
old navy,10
cain,53
cupid,42
turtle,27
shrek 2,2
pacific sunwear,2
epidermis,11
manta rays,4
cinnabon,3
abraham,66
capital,9
order,11
friday night lights,26
sam goody,2
lot,25
metamorphosis,17
tmobile,7
the ark of the covenant,34
pimpernel,2
british columbia,80
american idol,20
george h w bush,5
the cerebrum,13
the emancipation proclamation,36
money is the root of all evil,1
the union jack,13
joey fatone,1
russia or the ussr,1
stroke,6
ulysses s grant,91
all that glitters is not gold,1
the yukon territory,18
joey mcintyre,1
iran,177
eeg,2
richmond virginia,23
paddle your own canoe,3
nova scotia,60
christy carlson romano,1
cuba,242
the pituitary gland,9
his resignation,2
laughter is the best medicine,1
quebec,125
aida,67
cyprus,107
neurons,9
the draft,16
hear twice before you speak once,1
the scarlet letter,74
a stone,9
clark kent,3
arnold schwarzenegger,49
prime minister,25
mt rushmore,8
fish,114
gilmore girls,18
al gore,64
a mermaid,12
edgar allan poe,159
a keyhole,2
temptation,17
joan of arcadia,3
hillary clinton,74
veterinarian,5
hershey,41
a keyboard,5
david,165
7th heaven,11
rudy giuliani,11
a chandler,1
lewis clark,76
the keynote,2
deuteronomy,36
drake josh,1
jeb bush governor of florida,2
an archaeologist,3
dr scholl,5
the key signature,1
32,27
mark mcgrath,3
gatorade,25
chow chow,1
mao,29
uniform,4
48,32
sky captain and the world of tomorrow,1
hansens,4
greyhound,31
evita peron,3
eon ion,1
2640,1
dido,11
labrador,27
benito mussolini,24
chaos,16
300,26
a curveball,6
mountain dew,13
a german shepherd,7
equinox,10
132,4
felix the cat,9
sobe,1
great dane,7
margaret thatcher,107
reciprocal,4
mercury,245
archery,37
wounded knee,30
starboard,17
john wayne,71
westinghouse,8
phi beta kappa,28
angelica,2
winston churchill,121
west,12
peter otoole richard burton,1
the ties,1
speedwriting,1
an apache dance,1
the music business,1
down,28
when you wish upon a star,7
the gauge,3
antigua,11
abelard,12
counterclockwise,12
robert redford warren beatty,1
the orient express,19
anubis,14
north,20
julie christie,9
moscow,145
the short form,1
the magnetic north pole,7
woodwinds,12
illinois,161
fishing,23
de gaulle,40
spin on its axis,1
a guitar,24
santo domingo,25
victoria,129
napoleon,246
brussels,62
arithmetic,5
a snare snares,1
phnom penh,22
may 1st,2
lyndon baines johnson,31
iraq,120
a mesomorph,1
the magic flute,29
namibia,39
hl mencken,20
boris pasternak,16
amniocentesis,10
bflat or a,1
prague czechoslovakia,3
bunker hunt,1
dorian gray the picture of dorian gray,1
the taj mahal,52
michael j fox,35
a cranberry,5
bingo,29
britain or england,1
the mosquito,8
the colosseum,41
janet jackson,44
a beet,9
her shoe,2
segregation,11
the drones,2
stonehenge,62
citrus,11
green yellow,5
a pocket veto,4
the parthenon,41
charles schulz,39
the pumpkin,4
the candlestick maker,3
geneva,58
antennae,18
demi moore,35
the potato,10
dragonflies,4
toto,29
william penn,46
ellis island,47
space shuttle,11
brer rabbit,7
radcliffe,13
a callus,2
